target_id	ens_gene	ext_gene	te_refed_vs_fasting	te_fast1	te_fast2	te_fast3	te_refed1	te_refed2	te_refed3
ENSMUST00000000001	ENSMUSG00000000001	Gnai3	0.441012256025506	-0.733882697097897	0.0734676162025825	0.0263884817023804	0.0207751688501694	0.124428357297766	0.543806642735649
ENSMUST00000000080	ENSMUSG00000000078	Klf6	0.0224288718226474	-0.768025354524438	0.521493084241115	0.448818390078513	-0.318923533039666	0.33949583763239	0.249000430670408
ENSMUST00000000090	ENSMUSG00000000088	Cox5a	0.0309919506441536	0.33910640850532	-0.248207175119245	0.996311276331082	0.378325400904234	0.0646931798762152	0.737167780869168
ENSMUST00000000137	ENSMUSG00000020152	Actr2	0.355870320397198	-0.336763674977744	0.373569869576033	0.360376562727432	0.587496810997771	0.386584389102992	0.49071251841655
ENSMUST00000000153	ENSMUSG00000000149	Gna12	-0.44186887455706	-2.53329120143882	-1.94495824611848	-1.38374542228918	-2.12471123890987	-2.24851254823807	-2.81437770636973
ENSMUST00000000175	ENSMUSG00000000171	Sdhd	0.744969894663562	0.975796059805004	0.815830080762372	0.98187416605709	1.11291545708611	1.74542605205787	2.15006848147118
ENSMUST00000000188	ENSMUSG00000000184	Ccnd2	-0.208883357759995	1.6301041601435	1.06340696655781	1.48191519035757	1.4089080029586	0.406744857821548	1.73312338299876
ENSMUST00000000287	ENSMUSG00000000278	Scpep1	0.287224201827068	0.137757104034444	-0.186291184430817	-0.385216872738482	0.214405375338999	0.374049348758379	-0.160533071751028
ENSMUST00000000291	ENSMUSG00000000282	Mnt	-0.434328986222535	-0.342420907361449	0.305838569769306	-0.480181138748763	-0.47287278980954	-0.326965214155999	-1.01991243104297
ENSMUST00000000312	ENSMUSG00000000303	Cdh1	-0.0292437020903694	0.435867172339785	0.0888921842870284	-0.300624826639684	-0.0359792165135296	0.0132392927276866	0.159143347501864
ENSMUST00000000348	ENSMUSG00000000339	Rtca	0.518005742524586	-1.2622123075065	-2.09115273669233	-1.32265771824028	-1.16497532522831	-1.01149303663497	-0.945537173002067
ENSMUST00000000349	ENSMUSG00000000340	Dbt	0.0591908827575285	0.641549238445027	1.26507020032144	0.828700516012719	1.3346373419458	0.491370759851794	1.08688450125417
ENSMUST00000000356	ENSMUSG00000000346	Dazap2	0.569684706886054	0.625300714276999	1.34537316492193	0.815063670701439	0.962007273845253	1.62472588668235	1.90805851003093
ENSMUST00000000384	ENSMUSG00000000374	Trappc10	-0.152587310186417	-3.69597161529024	-3.58967941394294	-4.06728053084092	-3.67885809276821	-4.4257262057884	-3.70610919207674
ENSMUST00000000394	ENSMUSG00000000384	Tbrg4	0.142459690664649	-1.26759126508209	-2.47890576363487	-2.28146587132766	-1.73827607130948	-2.06158558202355	-1.80072217471764
ENSMUST00000000395	ENSMUSG00000000385	Tmprss2	0.356169589440731	-0.847480100514339	-1.93689621879042	-1.61094125763466	-1.27570727966633	-1.25589517032995	-0.795206358620944
ENSMUST00000000466	ENSMUSG00000028494	Plin2	-0.146155934071963	0.278398083222185	-0.0402225941674627	0.315006743775138	-0.0099204698125551	0.236691735829194	-0.112056835402665
ENSMUST00000000544	ENSMUSG00000000532	Acvr1b	-0.259984424304179	-0.451305394431609	-0.0932977539838646	-0.473152506793748	-0.618924974112549	-0.66083213834691	-0.517951815662299
ENSMUST00000000579	ENSMUSG00000000567	Sox9	0.532593936634556	3.01576414423153	1.39553601325574	0.993038245026051	2.19116182743827	1.68212002471243	3.1288383602663
ENSMUST00000000594	ENSMUSG00000000581	C1d	0.314500486594481	-1.02795318514912	-1.50820575929043	-0.648237848564098	-0.763877209375903	-1.01665708320339	-0.460361040640911
ENSMUST00000000608	ENSMUSG00000000594	Gm2a	0.630042328884972	1.13319980278105	1.48824822705582	1.6301041601435	2.08830085174619	2.76367010881738	1.28970821607171
ENSMUST00000000619	ENSMUSG00000000605	Clcn4	0.135275380871358	-1.98451128016011	-1.61535162466924	-1.96001433877427	-1.96484214598202	-1.43838620545038	-1.75082274955714
ENSMUST00000000696	ENSMUSG00000000682	Cd52	0.638402975419096	-1.33803503113808	0.598567489812526	0.913551349440754	0.750165676889385	2.36421262193924	-1.02508556445614
ENSMUST00000000724	ENSMUSG00000000708	Kat2b	0.202828443380767	-3.67445776323837	-3.74449751949601	-3.55440353412733	-3.76095867376756	-3.30471074650602	-3.29920406644584
ENSMUST00000000727	ENSMUSG00000000711	Rab5b	-0.137797935281046	0.42853225316283	1.03494029823505	0.697332212969937	0.594502824555447	0.526589676393614	0.626318457575617
ENSMUST00000000756	ENSMUSG00000000740	Rpl13	1.00836965796178	-2.09532165375922	-2.95338849289547	-2.4411382246336	-1.10200756473892	-2.18621726221285	-1.17651457045118
ENSMUST00000000759	ENSMUSG00000000743	Chmp1a	0.308735662322017	-0.831577444169036	-0.598033202763052	-0.0761956414718912	-0.0798508032587334	-0.351473787366353	-0.148274710812841
ENSMUST00000000804	ENSMUSG00000000787	Ddx3x	-0.196307255523666	-0.214123064441221	0.115907028823606	-0.305295896056459	-0.257687860396907	-0.52527748716528	-0.209468350682883
ENSMUST00000000896	ENSMUSG00000000876	Pxmp4	-0.115193023821799	1.75506571352193	1.38904385062009	1.90099832083795	1.75332172611986	1.35796802592735	1.58823906146737
ENSMUST00000000939	ENSMUSG00000000915	Hip1r	-0.537691518492971	-2.10693566793518	-2.03414056799322	-1.61650586677809	-2.47028981663179	-2.31016140270498	-2.59020543884862
ENSMUST00000000984	ENSMUSG00000000958	Slc7a7	-0.364196151181491	-1.87987359590733	-0.202864405985641	-0.397571069288054	-1.9564815812295	-0.643616153790835	-0.972799789705157
ENSMUST00000000985	ENSMUSG00000000959	Oxa1l	0.30462599538953	0.157175618946935	-0.884102143174507	-0.517951815662299	-0.00445448547569982	-0.46265803991171	0.136112171666127
ENSMUST00000001002	ENSMUSG00000000976	Heatr6	-0.159834778143324	-2.3390511236567	-1.70162165246915	-2.59866469638116	-2.62887056129524	-2.02959908662127	-2.46037215902047
ENSMUST00000001036	ENSMUSG00000032175	Tyk2	-0.257602986049165	-3.5483028292969	-3.40449181647415	-3.42353955844543	-3.79041856991803	-3.42106146218609	-3.93766313025986
ENSMUST00000001059	ENSMUSG00000020715	Ern1	-1.28040544546114	-0.725840449688958	0.0567931074145559	-0.876090273686054	-1.95461080491945	-1.70176639329536	-1.72997675412907
ENSMUST00000001079	ENSMUSG00000001052	Sec24b	-0.0651791740951626	-1.71462598671263	-1.37751729404885	-2.29826513686252	-1.76165255186412	-2.06203480189755	-1.76225858614781
ENSMUST00000001092	ENSMUSG00000001065	Zfp276	-0.447294738916311	-2.46365012588221	-2.36432756335721	-2.93536830989385	-3.23884125400162	-2.37487745971117	-3.49151150216941
ENSMUST00000001116	ENSMUSG00000001089	Luzp1	-0.85354464928994	-3.08135518777733	-1.70791705820496	-2.19688363724309	-3.38194871558131	-3.45888497002254	-2.70595614549134
ENSMUST00000001122	ENSMUSG00000001095	Slc13a2	-1.65486380551927	-3.891839077744	2.27893759902481	3.01576414423153	-3.35965179151169	0.283119129505718	-0.485196089039492
ENSMUST00000001127	ENSMUSG00000001100	Poldip2	0.373821613311899	-0.406666809443638	-0.584032196823766	-0.946794951971258	-0.405733311204622	-0.0921494179003201	-0.318146389198022
ENSMUST00000001155	ENSMUSG00000001127	Araf	-0.309571839216245	-1.57560142815208	-1.84455136130715	-1.6319910515005	-2.09517156383344	-1.81306814991099	-2.07261964486402
ENSMUST00000001166	ENSMUSG00000001138	Cnnm3	0.0343619404198705	-0.383138414853671	-0.581405753451047	-0.666363276481116	-0.885515744009881	-0.103164108226045	-0.539141771290297
ENSMUST00000001184	ENSMUSG00000001156	Mxd1	-0.428256619003582	-1.3363954228409	0.167349064898284	1.4595095305265	-0.801075424185229	0.120475369654493	-0.313706629896125
ENSMUST00000001185	ENSMUSG00000001157	Gmcl1	0.20874512374362	-2.45034703393762	-2.62358706232263	-3.1579992075993	-2.55267414078906	-2.57609827146059	-2.47692552037904
ENSMUST00000001186	ENSMUSG00000001158	Snrnp27	0.322936122483588	-0.562354005890175	-2.08220332032304	-1.3803313408695	-0.875900841244429	-1.18373061816345	-0.996448840224063
ENSMUST00000001240	ENSMUSG00000001211	Agpat3	-0.314206054657078	-1.41566847593439	-1.08751929891039	-1.04732260815455	-1.691784956793	-1.43675306285217	-1.36459052732539
ENSMUST00000001242	ENSMUSG00000053329	D10Jhu81e	0.637936939492273	0.685476231329128	-0.247460055578793	-0.415790017206617	0.92769192884975	0.171143404615357	0.83720164355543
ENSMUST00000001254	ENSMUSG00000001225	Slc26a3	-0.62846248952331	-0.206968604737306	-0.886533988725836	-0.826106552680796	-1.35774097790385	-1.25480934375774	-1.19244629305228
ENSMUST00000001304	ENSMUSG00000001270	Ckb	0.389758258516176	-0.0544830178400935	-0.223366806340519	0.732335461333843	0.463063629478127	0.511015203270606	0.649681579953025
ENSMUST00000001319	ENSMUSG00000001300	Efnb2	0.198843369325026	-0.263536441122888	0.792475115739832	-0.402482530108305	0.297246412051235	0.210666694440002	0.215073145992478
ENSMUST00000001326	ENSMUSG00000001280	Sp1	-0.699626513359822	-0.285526749480822	1.69036931458641	0.834515226375748	0.0787503397752479	-0.0206543471340378	0.0823822587606617
ENSMUST00000001347	ENSMUSG00000001313	Rnd2	0.733990218095481	-3.40171241469003	-6.92124345638983	-2.71979180706513	-4.37390129001566	-2.49767051424239	-3.96920521960051
ENSMUST00000001416	ENSMUSG00000001380	Hars	0.403141851914773	-1.15498828918542	-2.08871676372406	-1.32727223397844	-0.946887495105308	-1.49870615907468	-0.915958076963611
ENSMUST00000001419	ENSMUSG00000001383	Zmat2	0.100682356466813	-0.832951251743961	-1.36450991711298	-0.76845682503003	-0.692135446328629	-1.45639959008495	-0.515335888072949
ENSMUST00000001451	ENSMUSG00000001415	Smg5	-0.282149816049769	-3.35194656694277	-6.48938546698864	-4.3175789800438	-3.97526827403827	-6.52079216816114	-4.5093000199251
ENSMUST00000001460	ENSMUSG00000001424	Snd1	0.332640061026933	0.275609050916853	-0.749198097529863	-0.758222740944169	0.331336830521906	-0.545496801941628	-0.019731633056657
ENSMUST00000001479	ENSMUSG00000001440	Kpnb1	0.38642206184395	-1.35498021435318	-1.20086152184226	-1.70097469075542	-0.710816482554326	-1.50121801485479	-0.885515744009881
ENSMUST00000001480	ENSMUSG00000001441	Npepps	0.281940252153647	-1.30269157632492	-2.59756484911909	-1.92330129349892	-1.53200292342472	-2.07533898690348	-1.37039505215378
ENSMUST00000001485	ENSMUSG00000001445	Mrpl10	0.140172064152652	0.0950253572962542	0.0128325889964895	0.114794487936059	-0.0281361109364369	0.391752991519342	0.279551746103853
ENSMUST00000001497	ENSMUSG00000022219	Cideb	0.139090398022524	0.374900368017638	0.397108664977274	0.801492482985605	0.224474572851183	0.926297419906108	0.840000717290798
